customer_id,full_name,age,gender,registration_date,preferred_channel
0733eb93-5068-4a55-82f3-17a77dd504e0,Brian Smith,36,Male,2024-03-31,online
77227d43-31f5-4434-acf3-f02df29b0920,Terry Evans,21,Male,2022-10-01,online
7475b654-38a3-4c0c-baec-a8791a4f5e40,Crystal Mann,39,Female,2023-09-30,in-store
1e5da653-be33-4961-9df8-abd2fd7a7040,Holly Bender,27,Non-binary,2024-11-19,online
a406b62f-afe9-41d3-ad56-870aa703b3c1,Christopher Richards,31,Male,2024-10-07,online
e5a1f638-ab62-4848-b50b-074713573f20,Amy Stone,27,Female,2022-05-29,online
420d30bf-5c49-4cd2-94e2-ad97d77ef0b9,Theresa Holland,57,Female,2021-05-05,both
bd975e68-2907-4e5b-ad6c-713aaabe80f5,Tasha Kane,34,Female,2023-11-01,both
c8c9e168-f444-4b91-9f0c-13373c3351c9,Alexis Thomas,22,Female,2025-02-12,online
5634f1e2-8892-41b4-87f0-2533a269bf74,Angel Flynn,44,Male,2021-08-23,online
b1baa15e-9859-41fe-9832-5d2af7c20b81,Benjamin Landry,20,Male,2024-05-02,online
5ff3b719-34ea-4f22-ab48-c4ffdc0ac4e6,Lori Berger,37,Female,2022-07-24,both
291a7e1f-97c0-4551-9099-822be36cd13e,Nicole Morgan,18,Female,2021-05-22,online
eeac6386-76dc-4c35-82cb-f24fe791d708,Allison Henson,19,Female,2022-12-04,online
dc3cb8d4-d6da-43a7-a7b0-48a9585c5f7e,Roy Gilbert,37,Male,2024-12-26,online
185f50b0-5496-453e-89a0-1c40a8e53b17,Rachel Sanchez,43,Female,2023-09-05,online
b7e1654f-755d-4bc9-9832-c1f46212bbaa,Christopher Williams,37,Male,2023-07-03,in-store
d88de982-c271-48cc-845a-f11cac413f0b,Michelle Wallace,33,Female,2022-04-19,both
d3f9a5b1-bef2-4d3a-a8b8-52e3fc395afb,James Blair,31,Male,2021-07-26,online
b789d3ad-28e9-41ab-aafd-00111af51920,Ashley Romero,18,Female,2023-12-25,in-store
aeba2e34-3bc5-496c-8520-a8bad74b62d2,Kylie Morales,26,Female,2020-10-13,both
4f17578d-c67e-4ca2-aa80-6a27f5ec2411,Lisa Perry,29,Female,2021-01-16,online
6ee23d8d-21b4-4d0a-acad-eacd25fca760,James Harmon,47,Male,2024-03-16,online
0334c8a8-32db-4e55-9088-e2e1c3ead6c6,Connie Maxwell,39,Female,2024-06-06,in-store
a7754bde-6a46-49ea-8a1a-94c46fbf786a,Chris Jones,18,Male,2020-10-02,online
e8115966-a286-4e9a-994b-9512e4ec6e3c,Susan Armstrong,35,Female,2023-07-29,online
3d2b8eab-07dd-4900-9389-f468deb10694,Andrea Davis,30,Female,2022-04-03,online
cc6c7f77-9daf-4259-aa40-d2467a6b7084,Jack White,26,Male,2024-07-10,both
14c69fe5-d344-440a-877a-8c17c3ba847c,Jackson Ball,42,Male,2021-12-22,online
a992a917-e849-4ffc-9848-fcf06233b135,Phillip Nelson,47,Male,2020-10-14,online
d5e0c0b0-ec1a-4eb2-bdc0-eb82a517d128,Thomas Kennedy,46,Male,2021-07-02,online
e9eb9097-60d5-45ce-a5fd-9d2a25f6ed3e,Eddie Smith,35,Male,2025-01-30,both
867b37fa-2337-419f-a8f4-b3231eb98785,Brandi Bell,31,Female,2024-04-05,in-store
5e4aaf11-21fd-4847-94eb-00d778eb4cf5,Howard Norman,38,Male,2024-06-03,both
e09c619b-f8b0-4f81-9963-a0c5f394ec44,Melissa Bell,46,Female,2023-11-10,online
0e5ce99f-c6f4-4db6-b32d-6be498335d86,Jennifer Banks,29,Female,2021-01-31,both
1f29eb4e-653b-4fc6-b09b-7731d991951a,Zachary Cochran,32,Male,2025-01-18,online
48072bb1-4d1d-4473-954b-81982b388e73,Kristen Wood,21,Female,2023-03-08,online
5ca706a8-fdaa-4203-a1cd-8d5855f715e9,Kevin Martin,20,Prefer not to say,2022-05-25,both
7e43dece-6864-40eb-ae54-0345dc71cb98,Stephen Gardner,44,Male,2023-01-22,in-store
e9bc115f-9f34-459e-9190-ea177aa4681a,Joanna Thomas,35,Female,2021-07-19,online
53182df4-1874-45e5-bbb2-3b397df2e5d0,,34,Male,2022-01-20,in-store
6638d90a-5b78-4c9b-9fcb-befdfdaf8d02,Betty Davis,47,Female,2023-04-07,in-store
0b4d8621-9d37-427c-8b86-54f2b398f2c9,Jordan Hicks,39,Male,2021-05-24,both
214cfd6d-e5ac-4db4-9e1f-cd692e2ccba6,Albert Edwards,27,Male,2024-02-16,online
7c6f9d72-9689-42e5-b081-f7af88dc60f1,Diana Evans,39,Female,2020-07-15,online
54b34b95-7b8d-4b70-a8cc-4ba962d001cc,Chad Gilbert,53,Male,2020-07-22,in-store
838aa59a-3e49-4bf0-9fdb-52c98b892d8e,Susan Thompson,34,Female,2023-11-29,both
c763319e-a1b7-49e4-a3f9-63c8a1df6295,Michelle Smith,53,Female,2023-03-08,online
7ddab3bd-a49b-4122-9356-5bafa60fc685,Elizabeth Sharp,18,Female,2023-05-23,online
30012d88-2488-41c8-ba2e-7833551da3e5,Philip Becker,44,Male,2024-07-22,in-store
175b576f-ab39-4cd7-8253-57a811d22358,Michael Parker,36,Male,2021-03-23,in-store
dde8004d-4a47-407f-bccb-0c53ef4deb72,Sheila Knox,31,Female,2023-11-08,online
9fd12c16-9673-46b1-81f5-fc225c77fe51,Hannah Hill,36,Female,2022-07-14,online
e3fd3686-61bb-48a4-9ab8-3bcde2250a42,Robyn Dennis,18,Female,2025-01-01,both
947fec07-da8e-4f40-a7a6-b167c4977332,Elizabeth Zimmerman,32,Female,2020-07-01,online
98d41fcd-f138-4d22-bc16-e9422c5d1d06,Sheila Cook,35,Female,2024-08-24,both
ce95609a-63bc-4972-9465-29cb190f0df0,Jacqueline Gutierrez,52,Female,2021-03-26,
72549804-eee4-4a6d-b3a4-c04061550de7,Clinton Preston,28,Male,2022-09-03,online
a1404ecc-4fc4-4218-9f07-ed77cddf3c03,Joseph Jenkins,25,Unknown,2021-03-09,online
9a5a78c1-f720-4b0b-a017-070b5078837d,Anthony Smith,28,Male,2021-07-23,both
e049f5d1-bb8e-43fe-926a-06ed322361b1,Kristy Knight,45,Female,2024-09-08,online
77df43a2-0830-48c8-aa95-beaf3a933fa0,Brady Montgomery,38,Male,2023-10-25,in-store
ace3d1c0-d5fc-40b2-8a4c-93ccb5001366,Heather Davis,28,Female,2024-05-20,online
bb6781fb-6197-4287-841a-fe3d5e1007bc,,41,Female,2022-06-09,online
424b2dc3-0912-4e02-8588-b0e132334c56,Douglas Hartman,36,Male,2021-05-10,both
88826d13-4a44-4427-85e3-21839c66a180,Jerry Harper,46,Male,2021-01-30,both
b8fd4b01-a7d4-45af-befb-c9f5dca6a958,James Ford,26,Male,2022-05-07,online
2bb18b90-23ae-4be7-86ac-0c8953a7b42e,Andrea Williams,31,Female,2021-10-04,online
e1d30d90-f6e5-439d-9bec-2b2287663015,Michele Harris,30,Female,2023-11-14,online
1447c94e-ed2a-4b45-ba05-ced3d3cfcfee,Michael Edwards,18,Unknown,2021-03-22,online
085ffa21-6074-4e96-805a-78c32a0c49ec,Sharon Crane,38,Female,2020-06-26,both
60a0218a-a6d1-465c-875e-2c0402e18ec1,Patricia Morrow,38,Female,2020-06-24,in-store
849a8653-f869-4056-abac-3ec07aa5b48f,Robert Trujillo,35,Male,2022-10-31,in-store
5d47a88e-6229-402f-a920-0fb7194c722b,Laura Adams,32,Female,2023-01-03,online
4ee5d856-5b47-461c-9356-104dc45ff2d9,Erica Campbell,35,Female,2020-07-17,online
d3e2fe60-68bc-47b5-b704-72c4a0b3d5a7,Anthony Garrett,29,Male,2022-06-03,both
f3a020be-2e98-468d-affd-2b0388a78026,Holly Evans,30,Female,2021-07-16,online
ccea51cc-3733-4d90-8058-e8300231e4db,Richard Wright,25,Male,2020-08-13,both
75b06ec5-d6a5-4a69-8cbc-9aceb52f5d95,Holly Vega,33,Female,2023-04-30,online
a996b5bf-5e05-4408-9a4e-6e546ad6e860,,39,Female,2021-04-21,online
46500270-37db-4999-8820-cc9bfd3f32b5,Paul Marks,57,Male,2021-08-24,online
50c6e50f-7f77-4c91-88f6-89b6658693c8,Jack Mora,37,Male,2023-12-04,online
7c15eaeb-bffd-4f97-b4da-19601d48aaaf,Julie Vargas,38,Female,2021-12-06,online
9d975045-72ce-4f87-af01-ec01223f8331,Stephanie Meyer,34,Female,2022-09-23,both
cb035960-9c0a-4e49-83b3-48d1fa55b763,Christopher Martin,18,Male,2023-03-05,online
4deb2f9b-ffb0-415a-b620-cbd8d467ebd1,Tristan Bond,34,Male,2021-08-24,both
1357f6c0-b344-4de1-927e-8d29271db5dc,Steven Ramos,35,Male,2025-02-05,online
5a83ec13-88d8-46cd-a059-fee09cceabbe,Jennifer Pierce,64,Female,2022-03-25,online
1bf60267-eb3b-4acd-8123-b55d20f3ae7b,Alyssa Cochran,32,Female,2022-08-13,in-store
a53d12a9-3607-4c1c-9043-967c8ba87c3c,Russell Cochran,38,Male,2024-09-06,online
012bb8ba-52a2-40de-9f4c-a1c76b48667d,Laurie Rogers,34,Female,2021-11-02,online
bb80976b-59b7-4f25-a65f-78db89204afe,Timothy Taylor,20,Male,2021-08-22,online
fbbf259a-7b4d-487f-aa77-1d1a2d4a5234,Jocelyn Lloyd,48,Female,2024-04-27,in-store
e320e880-8012-4eaa-a8ad-d0a2e319a9ef,Jennifer Spencer,44,Female,2021-09-27,both
483977d6-59a3-4d37-acfe-4ae889bad936,Katherine Guerrero,44,Female,2021-04-19,both
1f18dbd6-e628-45fb-8c35-76549b175d7e,Juan Randall,24,Unknown,2022-11-24,both
33c691c0-d861-4b17-909e-291071c80851,Roy Scott,51,Male,2020-09-04,in-store
9a6bef15-b82d-47b7-a305-0b170ad5444f,Deborah Pena,18,Female,2020-05-28,online
b47bb92d-cd35-46e4-9d0f-d2e68865981d,Shannon Cohen,42,Female,2024-06-25,online
8669e1e7-db66-4575-a349-a020e441766f,Jesus Hull,61,Male,2021-01-23,both
28006ded-6714-4308-8a34-158ec21d425e,Megan Adams,23,Female,2024-02-12,online
1fcad74e-2c52-45f0-af8e-125ec1324a73,Adam Key,28,Male,2020-03-18,online
605480c4-edec-4a42-adc7-4fef51f018e3,Grace Reeves,36,Female,2025-02-09,both
f949b2e6-1601-48af-8002-7099031b0d83,Sean Silva,28,Male,2020-05-11,online
f81dc7b0-ace5-4957-bb9c-4441cd928c20,Gary Hatfield,18,Male,2023-04-04,both
e974841d-6980-4e25-82a4-bfb80e77422f,Lori Wright,35,Female,2020-11-15,online
4276d3c7-a160-46f5-8ce6-935108c2f368,Crystal Acosta,22,Female,2022-03-15,online
dbc53761-4aba-42ec-9f34-2b16807ad360,Mia Harris,40,Female,2021-05-03,online
ef1988ba-017a-4ce5-8ab5-69fe2998dbc0,Joshua Lozano,23,Male,2022-02-21,online
840d3bc2-d2c8-4a3e-8e1c-f98f3aaa2784,Jeffery Wilson,53,Male,2024-05-11,both
d3b9f9f6-6986-4bb5-8c43-ef56c876ec1c,Michael Brown,25,Male,2025-01-02,in-store
f2b03d41-af3d-4b2d-a88b-b09972476d48,Matthew Wright,31,Male,2025-02-06,online
3010fe3e-f791-47d4-add2-1da35e890603,Jeremy Wilson,44,Male,2021-03-01,online
cfd044fa-b5cb-4286-b97f-197990ed8317,Mike Wilson,20,Male,2024-08-27,online
5f92eead-8dd3-4b7f-a64f-1c5325616853,Patricia Hayes,37,Female,2021-01-19,both
455ff171-e9a6-424b-8d2d-78a845c63be5,Charles Morrison,50,Male,2025-01-18,online
b2909ef3-ec31-4785-b0b6-a6c7727fdb2a,Alexander Thomas,18,Male,2021-05-28,both
b6d52ab5-ff25-4c09-9efb-e8edba46a027,Tina Daugherty,37,Female,2022-02-13,online
58e3a667-9b3f-4da0-baea-ec65a19347e3,Lauren Scott,38,Female,2021-05-29,online
5dc3a591-eea8-4ccb-9a8b-6a8dd91b3971,Anna Walker,44,Female,2022-05-24,
876bc039-bbb7-4875-86b0-dbea517706c1,John Phillips,35,Male,2025-01-02,both
b1cbc9f2-9e73-4acf-944e-24585ffcd3a1,Robert Grant,19,Male,2022-02-16,online
95555bc3-0004-4f6b-97ae-559307e06847,John Ferguson,41,Male,2022-01-06,in-store
80086e64-b953-4742-977c-b59140e176a4,Daniel Davenport,38,Male,2025-01-28,both
290385d8-5e51-46ba-9d25-fdfbeba1d6b5,Emily Hayes,38,Female,2023-06-01,both
f43856ea-7faf-44d9-b196-7cf57aaf4a69,Katelyn Rodriguez,39,Female,2020-10-07,online
c64b3cc0-8f16-46a7-bcc5-fe2f60e44c19,James Vance,26,Male,2024-03-30,online
76c56a13-318b-418d-982f-28fe3126d2d0,Jacob Williams,37,Male,2023-07-23,online
ee3eb814-d007-49c7-98e2-736b0064edc1,Jeremiah Hall,38,Male,2023-05-23,online
29b7a41a-9a55-4b30-890f-0849d28704bc,Mark Williams,26,Male,2020-05-28,online
5e9b5565-d08a-4f1b-8522-41f02c535772,Thomas Carlson,57,Male,2023-01-27,both
c4f73a3e-1230-4adb-a018-02745e28d2a4,Jacob Williams,40,Male,2022-07-30,online
0b58f20c-2c25-4698-9f37-c0fe2028c7bb,Brittney Pearson,20,Female,2023-08-27,online
9c875033-8fb3-48d8-bbea-c5a11a686343,Rebecca Mendez,42,Female,2024-03-12,online
1ed13513-970c-4d9c-89fd-3811baefe015,Mark Gonzales,23,Male,2021-11-22,both
4058930b-1ece-43cf-a463-e0ebc063f8e8,Krista Barber,44,Female,2022-06-01,in-store
2742834c-b01d-4dd2-9eae-aa40cee58445,Timothy Scott,48,Non-binary,2020-11-14,online
ab5a3a28-2465-493a-a57f-e4fb2b759ece,Kathryn Gonzalez,25,Female,2023-11-20,online
ea11020a-5111-4b60-9c26-42dbe1be932f,Jennifer Christensen,46,Female,2023-08-11,both
77852d33-2904-4dc1-aa9c-6087382c0e8e,John Austin,35,Male,2023-03-26,both
55c5c37f-cb2b-4352-83fc-f7659efa93ac,Brandy Barry,44,Female,2021-10-07,online
21b42241-8b4e-4a57-b324-2e68c789326b,Sharon Mccarty,57,Female,2024-07-25,both
9f6becce-e372-4824-bf6a-db09c1779792,Emily Carter,32,Female,2022-08-20,online
8a4ddb5c-bcb6-485c-b386-fd7a7145cabf,Brian Montgomery,25,Unknown,2023-01-09,online
4dc138b9-ea9b-4ee1-9805-4d75c34416e4,Terry Olson,24,Male,2023-11-08,online
7b189680-0496-4384-bd94-8152cea9a0cd,Colin Khan,25,Male,2023-01-18,both
e7a85be4-0aef-4e19-8005-e94cd70fca9c,Chelsea Smith,34,Female,2024-09-30,online
ab339b9f-e14a-490b-8e34-81023383f19b,Anthony Rowe,39,Male,2021-06-02,online
fb49f49d-b31b-47e7-bcbd-cd3415ca7af4,Karen Evans,38,Female,2020-04-18,online
12ab0737-a775-4a41-8870-81ce6e8eea1b,Melissa Morgan,35,Female,2022-10-28,online
e29d4ad9-be16-4a60-8adb-236be5a5e432,Lacey Stephens,35,Female,2022-06-25,online
d8d480af-cb8e-48fb-973c-850dc53c225f,Louis Morris,52,Male,2022-12-06,both
2f808c71-6fbc-4eea-9868-393c686c03b9,Tanya Collier,31,Female,2020-12-26,in-store
9db13e3a-548e-4a67-a576-785b6059c8fb,Paul Miranda,67,Male,2024-07-10,in-store
b9c7e329-91a9-4e8a-a87f-23f1ccb8db51,Jermaine Sanders,42,Male,2021-02-22,both
a7e31543-b317-42af-8fcf-73c9c00253cf,Henry Taylor,24,Male,2023-04-14,online
a4825fa2-5474-4fef-995c-774c8b43fc1a,Timothy Martinez,22,Male,2022-09-19,both
808fef69-43d3-4fd0-ae6b-e5d7574d13bd,Brandi Miller,40,Female,2023-11-26,online
0c38a461-5318-4825-b716-e110dfd67e64,Michael Henderson,32,Male,2023-08-05,in-store
473725d5-2ba2-4ecb-817f-b74d1049367f,Gwendolyn Brock,43,Female,2022-08-29,online
1b730fa3-64a9-4175-9279-37523065ce87,Sharon Smith,40,Female,2022-09-06,both
1c78cdb8-7be4-402f-b655-2342b84c4dd2,Mario Young,34,Male,2024-11-13,online
b41a63b7-a874-4be9-af1c-39899938e5f8,Matthew Carpenter,24,Male,2022-11-16,online
b16248e7-908b-4046-b833-900d8d6a46a7,Peggy Rodriguez,18,Female,2022-08-16,online
5a40c4d9-e099-41d3-8151-72c2a360759c,Timothy Clements,29,Unknown,2021-06-22,both
697e152e-5384-4f2b-8ad7-549205045de1,Samantha Williams,45,Female,2021-12-13,both
945b5966-9603-4b7e-baec-cf0bcbb9a1f7,Richard Pace,37,Male,2021-01-01,online
881c84e9-36e8-40b5-b972-73c2a9f5905a,Andrew Jackson,20,Male,2024-01-19,both
426e0c42-3382-4ed7-b527-375f073cd0bd,Cynthia Chapman,37,Female,2020-07-08,both
5c59bc96-9475-4106-9ee4-9f6ca52da092,Thomas Williams,39,Male,2022-01-05,in-store
19bd454b-b969-4c36-a678-675297cad66d,Melissa Salazar,24,Female,2020-07-04,online
a1d8eea9-2abe-42c6-94bb-dcf078821d11,Bailey Marshall,36,Female,2022-05-05,in-store
66f89534-5a4d-4eae-9bcf-90192491701a,Thomas Robles,35,Male,2022-04-17,online
d83bff12-93e6-488a-b48b-dad78edcee96,Cody Wilson,21,Male,2022-02-17,online
ff65f2e9-9c1f-4078-87df-e111c8670e6c,Thomas Oconnor,39,Male,2024-12-10,in-store
e81cf0a9-f3bb-4249-9d1b-7d91f9f3fc8d,Alexander Blake,41,Male,2024-05-07,both
33479975-5135-49f6-b3a9-ff0638c6e97b,Brenda Bush,47,Female,2021-05-22,in-store
7203bf33-5cef-47db-8449-3984dcf33463,Emily Roth,47,Female,2022-11-18,online
6cb586eb-fd37-49a5-807f-d5a6aa4b9e5f,Karen Singleton,18,Female,2022-01-16,both
b5ae7dc3-dd8a-4790-8054-408525587f3c,James Peterson,23,Male,2024-11-14,online
beadf4ab-dea2-4cb1-a6a1-f86b3abb3578,Ann Montoya,41,Female,2023-08-25,in-store
a63a5580-b0be-47e7-be8a-eeb1bf1d7b2d,Stephanie Faulkner,41,Female,2023-06-24,both
84209b6c-49a7-4cfb-b5ca-3597523075ba,Yolanda Santiago,41,Female,2023-10-06,both
aa5db541-3971-4596-bc24-698f612a4f01,Lindsey Lane,80,Female,2025-01-07,online
695fec65-dd43-42dd-865e-f1cbacd04f36,Kaitlyn Harmon,41,Female,2020-06-09,in-store
57e8914d-8861-4a64-9589-d6fb474bbb46,Robert Weber,48,Male,2021-12-29,in-store
d1b530d3-306c-4e12-ae36-9defe3b2cedb,Christopher Rose,46,Male,2021-12-28,in-store
f58aa2a9-77a9-427e-b1dd-e78db3bd1360,James Thornton,42,Male,2021-09-19,both
79399aa9-63f7-43e3-8435-d0d3de3a86da,Kimberly Chambers,31,Female,2024-11-02,online
7efb4b9f-7782-4322-8fd1-55abd9c9f2ce,Melissa King,44,Female,2020-04-07,both
93668a7b-f5e8-412f-b081-a86065eb08ab,Lisa Rodriguez,25,Unknown,2021-06-01,online
fcf7b2e1-a394-4474-ad46-551f0c128bbc,Jeffrey Anthony,32,Male,2024-05-21,online
f80c7180-5dfc-4864-bfc6-72999544e2a5,Stacey Kim,29,Female,2021-04-11,online
d6b3cf4e-49ed-4178-9a47-0a705a38f17e,Patrick Hall,35,Male,2021-01-05,in-store
80bef751-c940-4ac4-8684-583269749a32,Regina Simmons,62,Female,2022-10-24,in-store
29f84603-f8f4-4003-b80d-51dd129b0c55,Tammy Williams,18,Female,2021-05-19,online
119464a0-ca76-4f2d-b452-5e4127bd0363,Lisa Miller,43,Female,2024-06-16,online
db3717f3-6990-496f-98ce-0ecda9cfd6bf,Anthony Diaz,18,Male,2023-07-22,online
1168aea7-6eeb-4534-86cb-1ec301b645f7,Kevin Brown,29,Male,2021-11-26,online
feea1f51-e9c7-49e8-9b04-482f8ba49525,Angelica Vincent,48,Female,2020-04-20,online
8763cf5d-5cd9-4e31-96af-6633bbaeb706,Cynthia Hansen,35,Female,2023-12-16,online
f7529d5f-f980-4220-b13f-689f91a7fc45,Steven Cook,22,Male,2024-03-02,both
e96fa4e9-4189-4ef0-9d81-8bab72b87321,Kristina Ayala,26,Female,2023-06-24,both
10631ebb-030b-48fa-81cb-4cd009e56d5d,Lisa Marsh,43,Female,2024-01-25,in-store
a3247a4b-1052-4541-8c64-52d0b1173db3,,26,Male,2024-09-03,online
f597a082-d249-4357-bed4-c380248d18f9,Ryan Schwartz,37,Male,2024-07-18,
4c31b1ac-a38c-4579-a71e-b96b60fc3cb9,Tami Sullivan,35,Female,2023-02-23,online
a26a38a6-631e-4eeb-8d0d-e275641fbc80,Heather Nguyen,27,Female,2020-07-18,online
486e9298-8bba-4f49-ae24-ed6d52a95038,Alexandria Cooper,60,Female,2024-12-02,both
b34a26a4-c236-44ee-aaa3-1025d5082d23,Aaron Fowler,42,Male,2020-10-01,online
2b589786-a8f6-4818-9336-930e53f0a6d1,Susan Newman,18,Female,2023-09-21,both
5a09ab25-9207-4e9f-a640-f89fd94944ac,Christopher Nelson,37,Male,2022-08-07,in-store
c8d17fab-d502-4c3b-9b68-3a2ddcc5cc51,Gina Bartlett,27,Female,2023-10-22,both
2e03143a-9779-44ce-bab2-5dcbc03aee77,Michelle Johnson,45,Female,2024-09-09,online
b98f73d5-5b0d-4c9f-8c49-e73c870d23f3,Barbara King,25,Female,2022-08-08,both
378eef5c-7fe7-4d77-aa66-9949d9523e58,Michelle Brandt,33,Female,2024-12-07,in-store
85b773f0-954a-49f5-a2f1-e9d7634d7b47,Pamela Bush,35,Female,2021-09-21,online
a9170506-e260-4325-9e60-f1040e4a6e0f,Jennifer Garza,45,Female,2024-05-13,in-store
06907101-112f-4420-b338-caf728040ab7,David Dunlap,20,Male,2023-07-31,online
bed6f5a2-71c9-4ae6-8811-509bab059b2e,Robert Fernandez,30,Male,2020-04-26,online
1509e5ae-9909-4c04-948c-d09445418075,Deborah Garza,29,Female,2021-03-06,online
1d98000f-32b4-4c13-9d7b-48efc85dd1d3,Gail Smith,27,Female,2022-02-23,both
927a9550-2180-4281-bcf9-911656334371,Jonathan Boone,56,Male,2021-09-22,online
454d1f29-f99f-4977-a4af-a7f3aa5859e6,Mary Edwards,35,Female,2020-03-19,online
9a57e6f2-9452-486a-8305-c5c8335f53ec,Jennifer Dalton,19,Female,2021-07-06,online
cb804f18-f9a4-467d-aed8-e022e5cbfddf,Victor Tucker,46,Male,2023-04-10,both
85a4ed8b-d583-468a-844e-fca28910f551,Cindy Hill,60,Female,2023-10-12,online
6003d3c8-4dfe-4afd-9b32-69ef609b32f7,Shannon Price,47,Female,2024-08-08,online
529bcc8d-0530-4c27-8a5d-6b948e0934fe,Michael Gill,18,Male,2021-10-22,online
1eced00b-ffc1-4ef9-967b-e5c97473bf16,Bradley Richardson,29,Male,2024-01-14,in-store
a20b09c4-2a92-4e17-9deb-b03e6d0370e2,Adrian Fox,50,Male,2023-11-18,online
703126e3-997c-43c5-8303-baa9471ee40a,Jacob Sutton,26,Male,2023-04-06,online
edc78c24-0f12-407b-a6d9-97aca3b83f6e,Elizabeth Foster,40,Female,2024-05-04,online
c9624a08-d8c8-4cea-a1c8-28868626ed01,Jeffrey Martin,44,Male,2024-02-06,both
fd73e54d-b69c-4e74-84f6-7c8763115242,Sandy Brady,23,Female,2021-11-16,in-store
4db16331-1af2-42aa-a573-7475de597f17,Sandra Keller,34,Female,2020-11-01,online
bc8ea803-6f67-486f-a54f-6e001d7152d0,Sarah Martin,18,Female,2020-10-29,online
1500a9c3-ac84-4fb5-aa53-a0d36f7ca1d8,Lydia Davis,22,Female,2021-05-16,online
752194da-4390-4645-8d50-7c14be22c8b4,Jorge Gutierrez,31,Male,2024-03-21,online
d0edbfe2-e433-41e4-a5f6-05d0d8f4f86c,Daniel Miller,20,Male,2024-10-29,online
4be3de17-b5d4-476d-885a-19f6d30ea3a7,Shannon Clark,35,Female,2021-06-07,both
e33415f6-e994-481b-bae2-96d434c8664d,Amber Smith,18,Female,2021-11-08,online
51e7043c-c528-4181-99de-62f5f3b3c2ad,Lisa Lucas,29,Female,2020-11-13,both
42f5c0f3-b5a0-4344-a944-b1629b253771,Christopher Moore,36,Male,2020-06-18,both
ec90bbd4-a163-4b84-afee-48d35b7a16e8,Michelle House,52,Female,2023-09-26,online
985588ab-81ae-47b5-80fa-81eda1f84d3e,Tracy Hammond,18,Female,2025-01-19,online
f5acb7c3-2cd0-4a6d-b197-bc63f460a914,Kayla Robbins,48,Non-binary,2021-10-02,online
ccf44bb4-ff19-4b52-945b-3a47bef2c157,Stacy Harrington,35,Female,2022-08-18,in-store
6a17bb86-f876-415b-af4d-1793e02bc17a,Ryan Green,23,Male,2020-06-12,both
51ea80cb-8620-4cdf-be0c-a92f16b40bfa,Joseph Wright,40,Male,2020-10-18,in-store
988698b8-234b-4d7d-8aa8-9e2151634a11,Samantha Thomas,37,Female,2022-12-01,both
616dbb11-9e70-4716-a33e-7c81d00ce9cc,Joseph Wilson,27,Male,2023-09-09,online
a7771fa7-c25a-4bcf-81ba-068ac859379f,Kathy Murray,35,Female,2020-12-29,online
6d9ab258-9dd4-45c8-aa03-ec4178cf4c67,Nicole Shaw,30,Female,2021-07-20,in-store
